pdv;premise;categoria_pdv;zipcode
6434079304450850929;On Premise;Restaurant;80401
5061629801129403642;On Premise;Restaurant;30265
2552832364333521412;On Premise;Restaurant;31822
5315192799682690692;On Premise;Bar;80220
4269668011814278996;On Premise;Bar;80903
8107958227327700127;On Premise;Other On Premise;80202
7429793872480065618;On Premise;Restaurant;30341
199312639144556846;On Premise;Other On Premise;81601
4435518841741939296;On Premise;Bar;30064
4326210659429291447;Off Premise;Convenience;30024
3674404582048764698;On Premise;Italian;80903
5317246485998963449;Off Premise;Convenience;30103
7256013058551084073;On Premise;Golf - Public;80424
9204790903278750624;Off Premise;Convenience;80030
6687917880403684522;On Premise;Restaurant;80543
7719858014634884431;On Premise;Bar;80202
1493244414183181280;Off Premise;Super Center;30013
8449817239840612635;Off Premise;Package/Liquor;81212
264162773162191652;On Premise;Barbeque;30340
3491285426195347217;On Premise;Restaurant;80442
8350151371638576571;On Premise;Restaurant;80021
4657895160961200357;Off Premise;Package/Liquor;81008
8922516138057195759;On Premise;Restaurant;81301
7374417765414315026;Off Premise;Package/Liquor;80910
5727915464138474488;On Premise;Other On Premise;80424
7533443757673019568;Off Premise;Convenience;30147
3901282412265892731;Off Premise;Package/Liquor;30269
7179606820566993797;Off Premise;Convenience;81005
7011894218860684152;On Premise;Bar;80907
5675196132675474924;On Premise;Night Club;30083
3643094659168811302;On Premise;Stadium/Concession;80216
4086852190480636420;Off Premise;Package/Liquor;80249
9171728963238996776;On Premise;Restaurant;80906
2341889245039348045;On Premise;Other On Premise;81147
3115471665011937999;On Premise;Restaurant;30721
5966614265437082896;Off Premise;Package/Liquor;30157
2776403408760340050;On Premise;Restaurant;80525
8081046546245767227;On Premise;Special Event;80723
4623256622387753843;On Premise;Bar;30188
4318947826387640085;Off Premise;Convenience;80228
8572586673128823268;On Premise;Restaurant;80023
6041509567636876512;Off Premise;Package/Liquor;81328
6012214222386410436;On Premise;Mexican Rest;80537
8794654986754786547;Off Premise;Package/Liquor;80222
7795741284794425315;On Premise;Restaurant;80104
5806874559518643843;On Premise;Restaurant;80744
7500919158348629761;On Premise;Theatre;30046
6273306214730356238;On Premise;Theatre;80301
3290035181118663455;On Premise;Service Org;80751
4502864687087124567;Off Premise;Package/Liquor;80123
1270360321986464626;On Premise;Restaurant;30092
734038798943894525;Off Premise;Grocery;30067
5401105078386013420;Off Premise;Convenience;30047
6077592389722604230;Off Premise;Convenience;80232
4793068291762786134;Off Premise;Convenience;80239
1390832626069721619;Off Premise;Convenience;81144
1342093793610622317;Off Premise;Convenience;80512
3528762124466531242;On Premise;Other On Premise;81501
6242127506809836871;Off Premise;Convenience;80209
6868042697701975126;On Premise;Sports/Rec Club;80427
2677875292349211372;Off Premise;Convenience;80921
1958419289487962924;On Premise;Mexican Rest;81401
3807673758447547551;Off Premise;Package/Liquor;31605
7452094910726034630;On Premise;Restaurant;31522
2535317377462362386;On Premise;Restaurant;80504
5210126447706259385;Off Premise;Package/Liquor;30531
7631441190399309397;Off Premise;Convenience;30721
1396394034393532416;Off Premise;Convenience;80916
2015981713905651838;Off Premise;Convenience;30102
8997178048992994144;On Premise;Restaurant;31401
456799853545777821;On Premise;Bar;30339
3389221551545755604;Off Premise;Package/Liquor;80022
9089481369879822737;On Premise;Restaurant;80631
7437323358389484495;On Premise;Restaurant;80829
7426937861981866476;Off Premise;Convenience;81006
29872243535472776;Off Premise;Package/Liquor;31091
6053528422693882941;On Premise;Asian;30341
7858038467705252342;Off Premise;Grocery;80218
782033758688191067;Off Premise;Convenience;30341
6289256802311145834;Off Premise;Convenience;30103
3608250276296190209;On Premise;Bar;80031
1485357749594067378;Off Premise;Convenience;80918
6327853452948184624;On Premise;Night Club;30096
1306427819727919040;Off Premise;Package/Liquor;30035
8130655713318192811;Off Premise;Convenience;30319
5178240722635033583;Off Premise;Convenience;30701
2694631435568695757;Off Premise;Grocery;30066
305055389359206096;On Premise;Restaurant;80634
4465535710972825723;On Premise;Restaurant;80118
8593692022339308958;Off Premise;Package/Liquor;80498
6446330808625260495;On Premise;Restaurant;31401
8015963189634450302;On Premise;Restaurant;80501
965108893528640767;Off Premise;Convenience;80910
655859420277928453;On Premise;Banquet/Caterer;80903
3636228160200970369;Off Premise;Bodega;30012
6775810559363869271;On Premise;Restaurant;80448
2786594172797800311;Off Premise;Convenience;30741
5847912586304755452;Off Premise;Convenience;30741
2355954996225354734;On Premise;Asian;80525
7752383915316441512;On Premise;Hotel/Motel;30602
7105148940479717455;On Premise;Golf - Public;80010
2472657660804795302;On Premise;Restaurant;80920
6196604416318747131;Off Premise;Convenience;30701
8164722718887621109;Off Premise;Convenience;30730
4885579851006867740;On Premise;Restaurant;80015
1223897207232183339;On Premise;Golf - Private;80234
3850164752707766280;Off Premise;Package/Liquor;80921
2948653338631721537;Off Premise;Package/Liquor;30033
4536106594150962039;Off Premise;Package/Liquor;30316
1001617387599143258;On Premise;Hotel/Motel;80206
2166605008186841879;Off Premise;Convenience;30045
3818255951322554261;On Premise;Restaurant;80124
2656888364472525966;Off Premise;Convenience;80908
1932260233589369086;Off Premise;Package/Liquor;80215
204572223642769978;Off Premise;Package/Liquor;80011
3446275759062316129;Off Premise;Package/Liquor;80227
7051881333291564984;On Premise;Restaurant;80104
6320153280692884457;Off Premise;Convenience;80005
6597320982852032995;On Premise;Asian;80021
4306241660580512946;On Premise;Service Org;80120
2525342398699784996;On Premise;Restaurant;30180
484685728201978115;On Premise;Other On Premise;80903
7762413312337359369;Off Premise;Convenience;30096
2711424208773960423;On Premise;Golf - Public;80751
3505633630664091030;On Premise;Other On Premise;80701
6904718422867770504;On Premise;Restaurant;30319
2716238765723501367;Off Premise;Package/Liquor;80734
6517026126353226342;On Premise;Restaurant;80123
9183435104914618532;Off Premise;Package/Liquor;30096
7976905003843788550;Off Premise;Convenience;30165
8760802243921846651;On Premise;Restaurant;80210
1318250317370735217;Off Premise;Package/Liquor;80221
7833298440602112565;On Premise;Italian;80125
1999909522700360820;On Premise;Other On Premise;80301
2587461568718665469;On Premise;Restaurant;80135
6054759036496951355;Off Premise;Package/Liquor;80230
3280714783651413434;On Premise;Special Event;80211
1860478146493371677;On Premise;Restaurant;80749
930224642171522433;On Premise;Italian;81008
1145994844511865085;Off Premise;Package/Liquor;81321
5867979340571296277;Off Premise;Convenience;30184
9049709346761034214;On Premise;Restaurant;30720
4919085837893776136;Off Premise;Convenience;30701
2779741723397310452;On Premise;Restaurant;80020
6945166480226359943;Off Premise;Convenience;80222
3159906832764161874;Off Premise;Convenience;80216
1544939351811637391;Off Premise;Package/Liquor;80113
7562825654603697503;On Premise;Restaurant;30102
780286093207984742;Off Premise;Package/Liquor;81625
5726681837477439269;On Premise;Restaurant;30120
6057234785896395093;Off Premise;Convenience;30728
6282567472819489700;Off Premise;Convenience;30161
1457948481904938785;On Premise;Bar;80216
8082285435536145845;On Premise;Other On Premise;80304
6304410587296287713;Off Premise;Convenience;30753
1683593214256117996;On Premise;Barbeque;80020
5600551446269236422;On Premise;Other On Premise;81435
5996380737725264746;On Premise;Restaurant;80207
8390177171514545604;On Premise;Restaurant;30326
2305013945230018393;On Premise;Restaurant;80517
1339775952430592123;Off Premise;Convenience;80501
9002535713043456076;On Premise;Asian;80127
6820904769947873256;On Premise;Night Club;30093
1044139577007930529;On Premise;Restaurant;81154
4009564079446146293;On Premise;Restaurant;30143
8015296492863295261;On Premise;Stadium/Concession;80249
3067364597124347989;On Premise;Mexican Rest;80465
3092650231237339021;On Premise;Restaurant;80301
2651182108902919533;On Premise;Bar;80918
2511694455020125496;On Premise;Asian;30188
2177190556231961002;Off Premise;Convenience;30360
1066287066655869900;Off Premise;Convenience;30720
3625581462504141674;On Premise;Other On Premise;81632
5036436865906509209;Off Premise;Package/Liquor;30096
6525166510776924716;Off Premise;Package/Liquor;31322
4301923598476822525;On Premise;Restaurant;80918
688277079808464756;On Premise;Restaurant;30075
3538990770135131095;Off Premise;Convenience;30032
1972397724626456251;On Premise;Restaurant;80538
7938758663911168854;On Premise;Bar;80127
4903915774915194847;Off Premise;Package/Liquor;30342
6840330343816148947;Off Premise;Convenience;80033
6896467540073114783;On Premise;Restaurant;80904
6854754624108474448;Off Premise;Package/Liquor;30248
8803943349208644347;Off Premise;Convenience;30721
1159488212753436033;Off Premise;Package/Liquor;30350
333818483347204965;On Premise;Restaurant;80023
6438469891853822129;Off Premise;Convenience;80501
2938119085319755040;Off Premise;Super Center;80863
1672624122003095561;On Premise;Restaurant;80903
1948201052122006656;On Premise;Bar;80524
3532962160834857780;On Premise;Restaurant;80002
6646528137848182024;On Premise;Asian;80918
1930182526876826530;On Premise;Bar;80222
3081533213294597449;Off Premise;Convenience;80523
8301219056862490508;On Premise;Bar;80205
2959711840525187496;Off Premise;Package/Liquor;31021
7538274685909654272;On Premise;Bar;30024
7795497332052744610;On Premise;Bar;30114
8771017144736353834;On Premise;Restaurant;80202
8235204141138468455;On Premise;Restaurant;80528
5722157322296239966;On Premise;Restaurant;80134
8913613791044186161;Off Premise;Package/Liquor;81303
7712794775424080885;On Premise;Bar;81435
9062378501855009785;Off Premise;Grocery;30165
8911840341127350369;Off Premise;Grocery;80104
3376198865710275451;On Premise;Restaurant;80424
496212858339545557;Off Premise;Convenience;80443
1029598268968567982;Off Premise;Convenience;80125
7076796791977488930;Off Premise;Package/Liquor;30542
2435076208339239608;Off Premise;Convenience;30725
1840073967170697575;Off Premise;Package/Liquor;80210
3227783634232906468;Off Premise;Convenience;80303
5538149570931611372;Off Premise;Package/Liquor;80487
6575131960460138023;Off Premise;Convenience;30701
2739843119739569039;On Premise;Irish;30030
7054019295249441001;On Premise;Barbeque;80480
1731471195867692171;On Premise;Italian;30107
5874866406829824897;Off Premise;Convenience;80634
4003096265280910748;Off Premise;Convenience;80817
6255812042546725198;On Premise;Restaurant;80206
4491404031832834228;Off Premise;Convenience;80211
5948658419558719071;On Premise;Restaurant;80202
7385633850451037679;Off Premise;Grocery;30017
6626086506583721943;Off Premise;Convenience;30735
1498450377823765598;Off Premise;Package/Liquor;80903
6057223737378325712;Off Premise;Convenience;30013
5346339211422618759;Off Premise;Package/Liquor;30309
8295046546638001328;Off Premise;Package/Liquor;80210
3393092032146414922;On Premise;Billiard/Bowling;80016
188620910431429357;Off Premise;Package/Liquor;80134
184841348751473461;On Premise;Restaurant;80424
1879010914092372797;On Premise;Restaurant;80123
367377321759049876;Off Premise;Super Center;30620
2705068259572242662;Off Premise;Package/Liquor;81648
6330616197989198715;Off Premise;Package/Liquor;80017
2615544987989912692;On Premise;Restaurant;80549
38504035273492412;On Premise;Restaurant;80104
1808833749092276213;On Premise;Bar;80537
1744292558188400810;On Premise;Other On Premise;81631
2151635965493121006;On Premise;Stadium/Concession;80204
7305920696105754451;Off Premise;Package/Liquor;80524
2678625685078896109;Off Premise;Convenience;80104
2106705123162653253;Off Premise;Sub Distributor;30501
2690287781839565775;On Premise;Pizza;30022
2078350859137774955;On Premise;Stadium/Concession;80204
4829202621326818665;On Premise;Mexican Rest;30721
3670786769630753963;Off Premise;Convenience;30033
7594467462338347975;On Premise;Bar;30189
5868442095610544456;On Premise;Music Venue;31069
7764000959100774393;On Premise;Restaurant;80302
1638034043913279974;Off Premise;Convenience;30096
6927281224505755813;Off Premise;Grocery;80443
8659658687464320499;Off Premise;Convenience;30084
2335411766198923628;On Premise;Restaurant;30518
3700098154321402080;On Premise;Restaurant;30328
5885006165699979306;On Premise;Restaurant;30513
8975164268918239872;On Premise;Asian;80021
8600831268778043192;Off Premise;Package/Liquor;80550
1550132649121670691;On Premise;Restaurant;81620
3303515556935085203;On Premise;Barbeque;30188
2704129819771953769;On Premise;Asian;30121
893188574182603441;Off Premise;Other Off Premise;80831
2789605491384516389;On Premise;Bar;80903
5322800571181846563;On Premise;Restaurant;80907
6952664490805490648;Off Premise;Package/Liquor;30127
2439528766914140478;On Premise;Restaurant;80211
6121005434734909580;On Premise;Restaurant;80031
3839602844604331338;On Premise;Restaurant;80027
1775197406813938026;Off Premise;Grocery;30329
8063175304560279452;On Premise;Asian;80218
1541586699191156718;Off Premise;Convenience;80452
7364820371919776682;On Premise;Korean;30096
1992524757599047713;Off Premise;Convenience;80020
8399117388496187585;On Premise;Barbeque;80634
2411629284489141252;Off Premise;Package/Liquor;80920
4366951013608254130;On Premise;Bar;80206
2009615207411213054;Off Premise;Convenience;80220
5686488198805045380;On Premise;Bar;80205
263655677124265996;Off Premise;Club Store;80525
2300441260987198806;Off Premise;Package/Liquor;30904
1412368055305777200;On Premise;Asian;30030
2067944710236234652;Off Premise;Bodega;30092
2085687325869583352;Off Premise;Convenience;30165
4768056121071545698;Off Premise;Package/Liquor;80920
6056864876923069615;On Premise;Mexican Rest;80631
8334653157826117491;On Premise;Restaurant;81230
4844747009748037299;Off Premise;Package/Liquor;81623
3106496661468461987;On Premise;Italian;30188
2188920255280769876;Off Premise;Package/Liquor;31322
8544854936473259882;Off Premise;Grocery;80238
2158869256263515959;Off Premise;Package/Liquor;80517
7592101033924053250;Off Premise;Convenience;80127
5995253212883348485;On Premise;Service Org;81004
1116489577614595022;On Premise;Hotel/Motel;80208
3758844701734387862;On Premise;Restaurant;81505
628820462509265246;Off Premise;Package/Liquor;80015
8508084386241121049;Off Premise;Package/Liquor;80501
1539901581752007232;On Premise;Bar;80487
8664813522563770811;Off Premise;Convenience;80110
5714874301004968777;Off Premise;Convenience;30329
7258564421045379389;Off Premise;Super Center;30341
8440039634552308473;Off Premise;Convenience;30165
6110476190604133468;On Premise;Barbeque;30102
3872459738841600607;On Premise;Other On Premise;80435
7040617662422120856;On Premise;Bar;30076
3413746707595829345;On Premise;Restaurant;80104
6503253805563708392;On Premise;Restaurant;80134
8344855146722749673;On Premise;Bar;80817
7325366241937342668;Off Premise;Convenience;30039
5007240924710972253;Off Premise;Bodega;30518
2472451596670545625;On Premise;Restaurant;80216
2649429455358034471;On Premise;Other On Premise;80202
5196824847942347435;Off Premise;Package/Liquor;80513
8403886342042339467;On Premise;Restaurant;81006
3011006424598376420;Off Premise;Package/Liquor;30346
8409643896487223524;Off Premise;Package/Liquor;80439
1240188767337497507;On Premise;Asian;31401
7557400603929877250;Off Premise;Package/Liquor;80122
2694489500491890468;Off Premise;Convenience;80909
5768985052586981150;On Premise;Restaurant;80124
8305792415643463530;Off Premise;Package/Liquor;30041
1974835402914270450;On Premise;Bar;81089
9162225315855901977;On Premise;Restaurant;80210
270315752464632118;Off Premise;Convenience;80016
1207855548536016066;Off Premise;Grocery;80535
2632864310948435888;Off Premise;Convenience;80126
370989773581141708;On Premise;Italian;30161
5658773891350026879;On Premise;Restaurant;80701
2644650291395405789;Off Premise;Package/Liquor;30269
1054893709083810164;Off Premise;Convenience;30329
2805188894356447931;Off Premise;Drug;30125
7485443215246301632;Off Premise;Package/Liquor;80214
2951498777301794073;On Premise;Restaurant;80020
8040540414536437826;On Premise;Restaurant;80545
5325523615037510180;On Premise;Other On Premise;80482
5173185033410408567;Off Premise;Package/Liquor;80015
2632069112690336009;On Premise;Restaurant;80922
370031993756643985;Off Premise;Convenience;81089
6780699700733981985;Off Premise;Convenience;30093
6982278794064978009;On Premise;Bar;80302
6653954508998337117;On Premise;Other On Premise;81632
472434925571924362;Off Premise;Convenience;80202
4515287365415082048;On Premise;Other On Premise;80524
839794474806150536;Off Premise;Convenience;30171
212513417419700488;Off Premise;Grocery;31326
5606331192136931726;Off Premise;Convenience;80205
3997370238096720085;Off Premise;Convenience;80239
5980924932790565342;On Premise;Restaurant;80129
3050760778424387710;Off Premise;Package/Liquor;30082
8107406902976666394;On Premise;Other On Premise;81501
5393860823406484570;On Premise;Restaurant;80521
3388908916182782434;Off Premise;Convenience;30022
7388605930613816820;On Premise;Restaurant;30161
6416988369369291746;Off Premise;Package/Liquor;81006
3198113758879455914;Off Premise;Package/Liquor;80246
644383423307722312;Off Premise;Package/Liquor;80112
3130524032941859981;On Premise;Bar;81089
1540598699689235854;Off Premise;Grocery;80013
1214231783732290024;Off Premise;Convenience;80504
5390663952061192989;Off Premise;Package/Liquor;81008
3603650227900513090;On Premise;Restaurant;80120
8961813856617315162;On Premise;Restaurant;30114
7920790760279103645;Off Premise;Package/Liquor;30022
2741395624842761766;On Premise;Hotel/Motel;80111
1877123929995207687;Off Premise;Package/Liquor;81413
955860076050500940;On Premise;Bar;30518
161991251917596947;On Premise;Restaurant;80903
7733927762925762848;On Premise;Mexican Rest;80487
2481672720082106959;On Premise;Barbeque;80223
1013898398777382527;On Premise;Mexican Rest;80016
1674675993647473318;On Premise;Restaurant;80447
478566800467552371;Off Premise;Grocery;30269
3091180261339724478;On Premise;Restaurant;80528
8659244250313287489;On Premise;Hotel/Motel;30346
5399666163924059015;Off Premise;Convenience;80222
9112671094689434340;On Premise;Restaurant;80302
1696569407275648744;On Premise;Restaurant;30339
1975850051077994021;On Premise;Restaurant;80239
5495725204625241301;On Premise;Billiard/Bowling;81321
8943263231576306163;Off Premise;Super Center;81321
3228358677278030750;On Premise;Restaurant;30319
7539147284781362420;Off Premise;Package/Liquor;80221
5006211520255636768;Off Premise;Convenience;80302
7017062769304150565;Off Premise;Convenience;80918
7182095955644809053;On Premise;Mexican Rest;30121
4467280588269737041;Off Premise;Package/Liquor;80620
7951893052281302748;On Premise;Bar;81004
1921070668530133338;On Premise;Bar;80222
8803923079130573259;Off Premise;Convenience;30084
6119104081352652944;On Premise;Bar;30114
4771632413401079;On Premise;Restaurant;80465
1753821559434186730;Off Premise;Package/Liquor;80122
8178640145721868728;Off Premise;Convenience;30518
2180259407466665068;Off Premise;Convenience;80524
1373930576390806225;Off Premise;Convenience;80304
9149324370562192666;On Premise;Other On Premise;81435
3220236969757377971;On Premise;Restaurant;81230
8756217912185214783;Off Premise;Convenience;80403
3800053131825583947;On Premise;Restaurant;31401
7243907994921745217;On Premise;Bar;80210
5589025373589674873;On Premise;Restaurant;30009
2003255157591594094;On Premise;Asian;80234
6953139616172654416;On Premise;Other On Premise;80205
6661531137790261803;On Premise;Restaurant;80537
4779829924535383874;On Premise;Restaurant;80447
2487135367266271018;Off Premise;Convenience;30078
289584739177477587;On Premise;Mexican Rest;30705
7948023145044050994;On Premise;Restaurant;80524
4982640932905782561;Off Premise;Package/Liquor;80026
6290522176536519581;Off Premise;Convenience;80433
4353936565521820902;On Premise;Restaurant;80903
8671944813722605709;On Premise;Other On Premise;80915
6201126428010905557;Off Premise;Convenience;30513
316697853335613747;On Premise;Mexican Rest;30513
7447558984262418245;On Premise;Night Club;30096
6112279183907397933;Off Premise;Convenience;80260
3434768079935613589;Off Premise;Convenience;81039
5142382539210032320;Off Premise;Package/Liquor;80228
7983535559086733932;On Premise;Restaurant;80002
2340221883586239955;Off Premise;Convenience;30093
4739907722276066323;Off Premise;Grocery;30103
2958557456985619887;Off Premise;Convenience;30540
4240384196727080442;On Premise;Mexican Rest;30319
5205035821065261147;Off Premise;Convenience;30121
6741473467626152938;On Premise;Restaurant;30345
3305085660072986285;On Premise;Italian;30312
1734396658747405652;On Premise;Restaurant;80118
2507083038419498138;Off Premise;Package/Liquor;80433
1445704791858027965;On Premise;Bar;80907
2808305551292250396;On Premise;Barbeque;30092
1714323125378514277;On Premise;Mexican Rest;30161
2264156800988974370;Off Premise;Convenience;30742
3655667314486512369;Off Premise;Package/Liquor;80401
5234890521705785927;On Premise;Restaurant;80202
3509811587554802818;On Premise;Hotel/Motel;80302
1748201796836508358;On Premise;Bar;80534
1134328343928219542;On Premise;Restaurant;80443
8766010699300851184;Off Premise;Package/Liquor;80113
8429464505244431468;Off Premise;Convenience;30326
3255495358368625672;Off Premise;Convenience;30245
616215766548706495;On Premise;Asian;30087
409563071265906248;On Premise;Mexican Rest;30736
3949116406454556386;On Premise;Hotel/Motel;80302
1037928587984346531;Off Premise;Convenience;80920
1785253705831439057;On Premise;Other On Premise;80202
1796090176185790472;On Premise;Pizza;30019
2080739996063463283;Off Premise;Package/Liquor;80918
6414991919699242415;Off Premise;Convenience;30032
5958712997075800966;Off Premise;Package/Liquor;80232
3660262080852135245;On Premise;Night Club;80537
4882947442884300565;Off Premise;Package/Liquor;80524
155265388385696020;Off Premise;Package/Liquor;30507
8653467215530608473;Off Premise;Convenience;30740
3979924641469902742;Off Premise;Convenience;30052
4714386641026438203;Off Premise;Package/Liquor;80222
6411490053357045046;Off Premise;Grocery;30269
3739775786994781948;On Premise;Pizza;80501
3752092226363735845;Off Premise;Convenience;30035
1307130606343354951;On Premise;Restaurant;80026
6751048935257751284;Off Premise;Package/Liquor;80112
6141609392415314604;On Premise;Restaurant;80239
8557817059795697465;On Premise;Bar;81631
2765722169929267215;Off Premise;Package/Liquor;30113
1774210970127359317;Off Premise;Convenience;30740
8046851449043133565;On Premise;Bar;30316
8231690001003097453;Off Premise;Other Off Premise;81210
4714622812151417090;On Premise;Coffee House;80903
5601804960835116899;On Premise;Restaurant;31201
8081972722966288130;Off Premise;Convenience;80012
5381502526589980672;On Premise;Music Venue;80465
5495878967982711233;Off Premise;Package/Liquor;80226
4348549976924394309;On Premise;Restaurant;80517
3271953997207112128;Off Premise;Package/Liquor;80106
2866696933799178302;On Premise;Mexican Rest;80004
8930333427293190998;On Premise;Mexican Rest;30705
2051736301266546456;On Premise;Italian;30044
571520473024658578;On Premise;Restaurant;31402
5208335512476524461;On Premise;Mexican Rest;80211
1940812184886375324;On Premise;Mexican Rest;80134
4297295101520119018;Off Premise;Convenience;30316
3705679152491266166;Off Premise;Package/Liquor;81332
1687853639928191572;Off Premise;Convenience;30518
7800967875691879916;Off Premise;Convenience;80301
6995272370041615638;Off Premise;Package/Liquor;80537
3513462900612203701;Off Premise;Convenience;80923
3940932980180690120;On Premise;Restaurant;80524
8217343517754863158;On Premise;Restaurant;80517
1613675031943900189;On Premise;Bar;80123
6455835437207284966;On Premise;Restaurant;80487
3651361218350243122;On Premise;Restaurant;80202
6910081795901586463;On Premise;Restaurant;30309
5570265649210979118;Off Premise;Grocery;30084
122983477430278953;Off Premise;Package/Liquor;80487
990571711439878263;Off Premise;Package/Liquor;80031
4386976743714043570;On Premise;Golf - Public;80014
8664403535544805207;Off Premise;Package/Liquor;30005
7892005159169565780;Off Premise;Convenience;30340
7881847202599123737;On Premise;Restaurant;80759
7736970579375401711;Off Premise;Package/Liquor;81063
8234305992163430104;Off Premise;Package/Liquor;81137
1383048761608299717;On Premise;Bar;31401
5343899781316327530;On Premise;Golf - Public;81007
3433926254184955501;On Premise;Bar;30013
1045988957123148810;Off Premise;Grocery;80124
6580073681894933594;Off Premise;Grocery;30736
2824069706637921167;On Premise;Restaurant;30083
4981430017718460511;On Premise;Restaurant;80012
4310779759058091655;On Premise;Bar;80215
681091015604992755;Off Premise;Convenience;81101
2645335630106237971;On Premise;Bar;80205
8183376501978363909;On Premise;Restaurant;80501
6393019942671833347;Off Premise;Package/Liquor;30165
825278582009497404;On Premise;Restaurant;80903
1394675515690289490;On Premise;Asian;80016
3143389852350601166;Off Premise;Convenience;80921
2342383521132171737;On Premise;Restaurant;30741
5109916178457437107;On Premise;Bar;80206
8645974791910078131;On Premise;Restaurant;81003
7593312094355638722;On Premise;Other On Premise;81248
7800014922884865069;Off Premise;Package/Liquor;80204
7059328007645110932;Off Premise;Package/Liquor;81321
4094712889007066065;On Premise;Bar;31792
3532730321394872276;On Premise;Restaurant;30606
8579673825095817489;Off Premise;Drug;30043
5361546832813407232;Off Premise;Package/Liquor;80459
6330204986266761219;On Premise;Golf - Public;81008
420438145025976349;On Premise;Bar;30329
5101777522324824397;On Premise;Mexican Rest;30058
5851274941803617817;On Premise;Restaurant;80701
4415796697065978856;On Premise;Billiard/Bowling;30043
7970373215500653783;Off Premise;Convenience;30513
6913873491393439116;On Premise;Bar;80829
5124655676951142762;On Premise;Other On Premise;80487
2828102326873963161;On Premise;Other On Premise;81611
1405995242443419583;Off Premise;Convenience;81001
557003579463267820;Off Premise;Convenience;80221
4786296030194004181;On Premise;Restaurant;30030
4489500635412926312;On Premise;Restaurant;80482
1035766489295722064;On Premise;Restaurant;80452
5267806100791834794;Off Premise;Convenience;81101
1960040887726633163;Off Premise;Grocery;30013
4358866771399887460;Off Premise;Convenience;30043
5476478209633236047;Off Premise;Package/Liquor;80229
4182524526752647213;On Premise;Other On Premise;80226
5236182014597974374;On Premise;Pizza;80524
878493142231983991;Off Premise;Convenience;30093
7325338248957119745;Off Premise;Package/Liquor;30720
2525599899402591935;On Premise;Bar;30317
7995936128582100034;Off Premise;Convenience;80030
6385345228171292141;On Premise;Restaurant;30306
8316045455477293779;On Premise;Restaurant;30144
6946777882645768522;On Premise;Bar;30045
701700045960756646;On Premise;Hotel/Motel;30092
545819132586128267;Off Premise;Package/Liquor;80701
8039637338302038061;On Premise;Korean;30316
4280796120992534062;Off Premise;Convenience;30084
7533127490227986089;On Premise;Bar;30346
2838863324250675450;On Premise;Restaurant;80401
2270247859666543579;On Premise;Other On Premise;31522
5695738548896358096;Off Premise;Package/Liquor;81435
7611665350555052780;On Premise;Restaurant;81501
3281320632925837189;Off Premise;Grocery;30084
5122979776004996183;On Premise;All Other N/A On Premise;30317
6371024542627144685;On Premise;Restaurant;80466
7448253038834221;On Premise;Service Org;81003
2612635255726739268;On Premise;Restaurant;81082
5714654796864623470;Off Premise;Convenience;30107
5447323200823065546;On Premise;Restaurant;30519
966280565399723071;Off Premise;Grocery;30047
7432698566192554738;Off Premise;Convenience;30033
4570099289957800692;On Premise;Bar;80221
3394928246707138873;Off Premise;Super Center;80909
117639047533252872;On Premise;Special Event;30121
7787374636872846153;On Premise;Other On Premise;81631
1960866249498466591;On Premise;Golf - Private;81506
3073016803741196667;On Premise;Bar;30044
6010467468520857983;Off Premise;Package/Liquor;31333
3635708990206772333;On Premise;Restaurant;80452
4260226482748493592;Off Premise;Convenience;80916
8108376645353824505;Off Premise;Package/Liquor;81416
5374204272521328506;On Premise;Restaurant;30009
8218664272696908632;Off Premise;Convenience;30114
8787984722978314867;Off Premise;Convenience;30084
5791229956607454055;On Premise;Mexican Rest;80229
4981979042277026011;Off Premise;Convenience;80538
4571077507839204745;On Premise;Bar;80124
3262035949981739266;Off Premise;Package/Liquor;80112
687933547183874359;Off Premise;Convenience;80401
8555474134157778805;Off Premise;Convenience;80134
6328778248120756986;Off Premise;Convenience;30188
7768635956968019181;On Premise;Restaurant;80537
5711516786864419521;On Premise;Restaurant;80447
9198411951454344708;On Premise;Bar;80435
6884997982200140666;On Premise;Bar;80004
2449978725254970176;On Premise;Billiard/Bowling;80026
8058493361462296393;Off Premise;Convenience;30022
3408756904792428988;On Premise;Sports/Rec Club;80126
9136367669826386843;Off Premise;Package/Liquor;80435
1310316074894698672;Off Premise;Package/Liquor;80020
640067696720803822;Off Premise;Package/Liquor;80814
7061689798752621890;On Premise;Other On Premise;81224
1740058824373302102;On Premise;Restaurant;80206
7022575032632529065;Off Premise;Convenience;30071
2230920480935312210;Off Premise;Convenience;30125
7725769460198413074;On Premise;Restaurant;80202
4811743610927301901;On Premise;Restaurant;80620
478657171197428129;On Premise;Sports/Rec Club;80125
5734651375668930471;On Premise;Other On Premise;81435
1322212672113995850;On Premise;Restaurant;81101
8484848575370372566;On Premise;Hotel/Motel;30346
513227978523649085;Off Premise;Convenience;30747
665456959121040587;Off Premise;Convenience;80204
8814266804222259306;Off Premise;Package/Liquor;80234
9019733229692455720;On Premise;Restaurant;80110
8557607536007649732;Off Premise;Convenience;80920
8821664173888830582;On Premise;Stadium/Concession;80922
5957402396071900639;Off Premise;Convenience;80918
4781528938373852411;On Premise;Mexican Rest;80132
5255022555789172846;Off Premise;Convenience;30721
3431255860762986802;On Premise;Restaurant;80126
3959180008033790878;Off Premise;Package/Liquor;80123
2265257101719141873;On Premise;Restaurant;80904
