produto;categoria;descricao;tipos;label;subcategoria;marca;fabricante
6384734991894859468;Wine;KATE ARNOLD EOLA-AMITY HILLS PINOT NOIR 2017;Wine < 14 %;Discontinued;Red Wine;Kate Arnold Eola-Amity Hills Pinot Noir;Kate Arnold Wines
487385998196961391;Package;BUD SELECT 2/12/12 LN;Package;Core;Lager;Budweiser Select;AB Anheuser Busch Inc
6493395524311715356;Wine;OLELO CENTRAL COAST CHARDONNAY 2016;Wine < 14 %;Discontinued;White Wine;Oleo Central Coast Chardonnay;Miller Family Wine Company
7614001914404812337;Package;NB LA FOLIE 12/375 ML;Package;In&Out;Sour;New Belgium La Folie;NB New Belgium
6178097871647491674;Wine;CONFESSION NAPA VALLEY RED BLEND 2015;Wine < 14 %;Discontinued;Red Wine;Confession Napa Valley Red Blend;Boisset Family Estates
665174057248061139;Draft;SLOW POUR VELVET NIGHT STOUT 1/4 KEG;Draft;In&Out;Stout & Porter;Slow Pour Velvet Night Milk Stout;Slow Pour Brewing Co
8418558501612064990;Distilled Spirits;GLENBAR 12YR SCOTCH WHISKEY 6/750ML 80PF;Distilled Spirits;;Scotch Whisky;Glenbar 12YR Scotch;Sazerac Spirits
6313743342530745002;Package;BRECKENRIDGE STRAWBERRY SKY 2/15/12 CN;Package;;Ale;Breckenridge Strawberry Sky;Tilray Brands
6640758282178438452;Distilled Spirits;SOLVEIG ANNA'S GARDEN GIN;Distilled Spirits;Specialty;Gin;Anna's Garden Gin;Far North Spirits
60282559106979357;Distilled Spirits;SILVER RIVER VODKA 12/750ML 80PF;Distilled Spirits;;Vodka;Silver River Vodka;Sazerac Spirits
1426649681544705771;Wine;1922 SEPPETSFIELD PARA TAWNY PORT CAPITAL CITY CLUB 100ML BOTTLE;Wine > 14 %;In&Out;Dessert Wine;1922 Seppeltsfield Para Tawny Port Capital City Club 100ML Bottle;Legend Imports
2747109602275022896;Package;OMISSION ULTIMATE LIGHT 4/6/12 LN;Package;Core;Other Package;Omission Ultimate Light;AB Anheuser Busch Inc
6793053124548233732;Wine;AYRES LEWIS ROGERS PINOT NOIR 2021;Wine < 14 %;Discontinued;Red Wine;Ayres Lewis Rogers;Ayres Vineyard
3730499637917656233;Package;99 MALT RAINBOW VP;Package;Core;Other Package;99 Malt Variety Pack;Sazerac ABA
1970194141197343407;Distilled Spirits;BTRMN KRUPNK HNY TEA 12/5OZ 90PF PUR;Non Alcohol;;Other Spirits;Bittermens;Sazerac Spirits
2361197523456518812;Distilled Spirits;BOOT HILL STRAIGHT WHEAT WHISKEY 750ML;Distilled Spirits;Discontinued;Other Spirits;Boot Hill Straight Wheat Whiskey;Boot Hill Distillery LLC
6660611022566075329;Package;RITAS MOJITO FIZZ VP 2/12/12 CN;Package;Core;Other Package;Ritas Mojito Fizz Variety;AB Anheuser Busch Inc
5710648216528675483;Distilled Spirits;BITTERMENS XOCOLATL MOLE 12/5OZ 106PF;Non Alcohol W&S;;Other Spirits;Bittermens Xocolatl Mole;Sazerac Spirits
1985524938052172349;Distilled Spirits;FOUR FREEDOMS 3X VODKA 6/1.75L 80PF;Distilled Spirits;;Vodka;Four Freedoms 3X Vodka;Sazerac Spirits
8678065847319628326;Wine;OCEAN ROAD SAUVIGNON BLANC 2021;Wine > 14 %;Discontinued;White Wine;Ocean Road Sauvignon Blanc;Davies Family Selections
8416205470213676874;Wine;SOLOMAN HILLS CHARDONNAY 2018;Wine < 14 %;Discontinued;White Wine;Solomon Hills Chardonnay;Bien Nacido & Solomon Hills Estates
584288463057084165;Package;ALPINE MOUNTAIN VP 2/12 CN;Package;Discontinued;IPA;Alpine Mountain Variety Pack;Tilray Brands
3069717396356619534;Wine;TRIONE SAUVIGNON BLANC 2021;Wine < 14 %;Close Out;White Wine;Trione Late Harvest Sauvignon Blanc;Trione Vineyards
8349757383245076819;Package;BELL'S IPA VARIETY PACK 2/12 CN;Package;Core;IPA;Bell's IPA Variety Pack;NB Bell's Brewery
1749719457781332534;Wine;BIEN NACIDO SYRAH 2014 1.5 L;Wine < 14 %;Specialty;Red Wine;Bien Nacido Estate Syrah;Bien Nacido & Solomon Hills Estates
4721534942216971200;Draft;NB 1554 BLACK ALE 1/6 KEG;Draft;Core;Other Draft;New Belgium 1554 Enlightened Dark Ale;NB New Belgium
5799160117052600983;Distilled Spirits;THREE CHORD SMALL BATCH BOURBON;Distilled Spirits;Core;Bourbon Whiskey;Three Chord Small Batch Bourbon;Three Chord Bourbon
966490714736660442;Wine;RASA DUSTY MILLER 2019;Wine < 14 %;Discontinued;White Wine;Rasa Dusty Miller;Legend Imports
179651892926183228;Distilled Spirits;UGLY DOG KENTUCKY BOURBON;Distilled Spirits;Close Out;Bourbon Whiskey;Ugly Dog Kentucky Bourbon;Ugly Dog Distillery, LLC
7009983473764858710;Distilled Spirits;FOUR FREEDOMS VODKA 10/12/50ML 80PF;Allocated Spirits;;Vodka;Four Freedoms Vodka;Sazerac Spirits
8735851252097320151;Non-Alcohol;VIRGIL'S ROOT BEER 6/4 12OZ NR;Non Alcohol;Core;Soda;Virgil's Root Beer;Reed's Inc
1463221107867223738;Non-Alcohol;C4 STARBURST STRAWBERRY 12/16 CN;Non Alcohol;Core;Energy;C4 Starburst Strawberry;Nutrabolt
693686004984427955;Distilled Spirits;CLASSICA CREME DE MENTH GREEN 6/750ML 30PF;Distilled Spirits;Discontinued;Liqueurs & Cordials;Classica Creme De Menth Liqueur;Sazerac Spirits
6336519736667380341;Wine;LANDO SONOMA COAST PINOT NOIR 2018;Wine < 14 %;Discontinued;Red Wine;Lando Sonoma Coast Pinot Noir;Lando Wines
6120848396401590985;Package;BUD LIGHT SELTZER LEMONADE VP 2/12/12 CN;Package;Core;Other Package;Bud Light Seltzer Lemonade Variety Pack;AB Anheuser Busch Inc
4009581028332094429;Wine;BROCCARDO BARBERA D'ALBA 2016;Wine < 14 %;Discontinued;Red Wine;Broccardo Barbera D'Alba;Maritime Wine Trading Collective
4296891589674482268;Wine;FORIS SISKIYOU TERRACE CABERNET FRANC 2014;Wine > 14 %;Specialty;Red Wine;Foris Siskiyou Terrace Cabernet Franc;Foris Wine
6532750246504160801;Package;MONDAY NIGHT SITUATIONAL ETHICS MAPLE SCOTCH SMORES IMP STOUT 500ML;Package;In&Out;Stout & Porter;Monday Night Situational Ethics;Monday Night Brewing
257592244411985835;Package;BUD LIGHT NEXT 4/6/12 LN;Package;Core;Lager;Bud Light Next;AB Anheuser Busch Inc
5480432638072363238;Package;MELVIN WHOA NELLIE 16OZ CN;Package;Core;Lager;Melvin Brewing Whoa Nellie! (LazyDog Only);Melvin Brewing Co
7825222039411973910;Distilled Spirits;MEMBERS MARK GOLD MARGARITA TRAY 6/1.75L 25.4PF;Distilled Spirits;Private Label;Ready-to-Drink;Members Mark Gold Margarita;Sazerac Spirits
3279860423781325565;ABA Spirits;SMASH APPLE;Wine > 14 %;Discontinued;Liqueurs & Cordials;Smash Apple;Sazerac ABA
5703516672543456933;Non-Alcohol;G FUEL ENERGY BLUE ICE 12/16 CN;Non Alcohol;Core;Energy;G Fuel Energy Blue Ice;G Fuel
4659666541809333250;Wine;JOAQUIN DELLA SOCIETA TAURASI RISERVA 2009;Wine < 14 %;Discontinued;Red Wine;Joaquin Della Societa Taurasi Riserva;Classica International Nv
3251478534783775308;Wine;APERTURE CABERNET SAUVIGNON 2020;Wine < 14 %;Discontinued;Red Wine;Aperture Cabernet Sauvignon;Aperture Cellars
5142193029158980052;Package;STELLA ARTOIS 0.0 NA 4/6/11.2 LN;N/A Beer;Discontinued;Non-Alcoholic;Stella Artois 0.0 NA;AB Anheuser Busch Inc
2850727517707307758;Wine;APERTURE RED BLEND 2020;Wine < 14 %;Discontinued;Red Wine;Aperture Red Blend;Aperture Cellars
8253578679483401788;Draft;SOUTHERN BREWING CO SLOW DRIP STOUT 1/6 KEG;Draft;In&Out;Stout & Porter;Sourther Brewing Company Slow Drip Ba Stout;Southern Brewing Co
8766513644550468025;Package;NB VOODOO RANGER IMPERIAL IPA 2/12 CN;Package;Core;IPA;New Belgium Voodoo Ranger Imperial IPA;NB New Belgium
9048618899533109880;Non-Alcohol;SPARKLING ICE STRAWBERRY LEMONADE 12/17 NR;Non Alcohol;Core;Water;Sparkling Ice Strawberry Lemonade;Talking Rain
3590039469412642345;Package;GOOSE VARIETY 2021 Q2 24/12 CN;Package;Summer Seasonal;Other Package;Goose Island Classic Sampler;AB Anheuser Busch Inc
526708259786860962;Distilled Spirits;HANDY & SCHILLER MANHATTAN 6/750ML 70PF;Distilled Spirits;;Ready-to-Drink;Handy & Schiller Manhattan;Sazerac Spirits
73367087129299184;Wine;REYNOLDS FAMILY WINERY NAPA VALLEY ESTATE CABERNET SAUVIGNON 2018;Wine > 14 %;Discontinued;Red Wine;Reynolds Family Winery Persistence Napa Valley Red Wine;Reynolds Family Winery
9152500884871574402;Package;FIRE MAKER CHERRY BAKE SALE 4/6 CN;Package;In&Out;Sour;Fire Maker Cherry Bake Sale;Fire Maker Brewing Co
6352545316544840101;Wine;WOOP WOOP CABERNET SAUVIGNON 20;Wine > 14 %;Discontinued;Red Wine;Woop Woop Cabernet Sauvignon;Epicurean Wines - Wine
6376691258543488055;Package;REFORMATION SOUR ALANI SOUR ROSE ALE 4/6 CN;Package;In&Out;Sour;Reformation Sour Alani Sour Rose Ale;Reformation Brewery
2502199502357205499;Package;BOLD ROCK BOLDER LEMONADE 6/4/16 CN;Package;Discontinued;Other Package;Bold Rock Bolder Lemonade;Bold Rock Hard Cider
5501972011308022205;Draft;GREEN MAN ESB 1/2 KEG;Draft;Core;Pale Ale;Green Man ESB;Green Man Brewing
1891802751672877803;Wine;DOMAINE SALMON MUSCADET SUR LIE RESERVE DU FIEF 2018;Wine < 14 %;Discontinued;White Wine;Domaine Salmon Muscadet Sur Lie Reserve Du Fief;Vinovia Wine Group
4007000360859532787;Distilled Spirits;CANTINA ESPECIAL WATERMELON MARGARITA 4PK;Distilled Spirits-RTD;Close Out;Ready-to-Drink;Cantina Especial Watermelon Margarita;Canteen
3671688971292527733;Distilled Spirits;SAINT JAMES PAILLE GLD 6/750ML 80PF;Distilled Spirits;;Rum;Saint James;Misc
8013532372643625770;Draft;MARBLE BREWERY PUMPKIN NOIR 1/2 KEG;Draft;Core;Specialty Beer;Marble Brewery Pumpkin Noir;Marble Brewery
811871319210562256;Draft;WILD CIDER CO SPICED APPLE PIE 1/6 BBL;Draft;;Hard Cider;Wild Cider Spiced Apple Pie;Wild Cider Co
5009468090159500453;Package;SAZERAC WAVE PINEAPPLE COCONUT 24/375 ML;Package;Discontinued;Other Package;Sazerac Wave Pineapple Coconut;Sazerac ABA
4037005033049621657;Distilled Spirits;DRY COUNTY STRAWBERRY LEMONADE VODKA 4/6 CANS;Distilled Spirits-RTD;Discontinued;Ready-to-Drink;Dry County Strawberry Lemonade Vodka Cocktail;Dry County Spirits
7354257643543050108;Package;STEWARTS BLACK CHERRY SPIKED SODA 6/4/16Z CN;Package;Core;Other Package;Stewarts Black Cherry Spiked Soda;Stewarts Enterprises
5958496724648730614;Wine;PALAMA ARCANGELO NEGROAMARO IGT 2019;Wine < 14 %;Discontinued;Red Wine;Palama Arcangelo Negroamaro Salento;Small Vineyards
4746447203504957922;Draft;10 BARREL SAFETY BLANKET LAGER 1/2 KEG;Draft;;Lager / Pilsner;10 Barrel Safety Blanket Lager;Tilray Brands
9883281430670839;Distilled Spirits;BARRELL GOLD LABEL SEAGRASS;Distilled Spirits;Specialty;Other Spirits;Barrell Gold Label Seagrass;Barrell Craft Spirits
8905866549798401785;Wine;MARCHETTI VILLA BONOMI CONERO RISERVA DOCG 2017;Wine > 14 %;Specialty;Red Wine;Marchetti Villa Bonomi Conero Riserva DOCG;Small Vineyards
39241056708122328;Distilled Spirits;BITTERMENS BOSTON BITTAHS 12/5OZ 88PF PUR;Non Alcohol W&S;;Liqueurs & Cordials;Bittermens Boston Bittahs;Sazerac Spirits
4983737101890780859;Wine;CADAO DOURO RESERVA RED 2017;Wine < 14 %;Discontinued;Other Wine;Cadao Fine White Port;Sarmento's Imports
1631840193237651547;Wine;CAVE & COVE CABERNET SAUVIGNON;Wine < 14 %;Discontinued;Red Wine;Cave & Cove Cabernet Sauvignon;National - The Wine Group
5297631489342253088;Distilled Spirits;YUKON JACK WHISKEY HONEY 12/1L 100PF;Distilled Spirits;;Liqueurs & Cordials;Yukon Jack Canadian Whiskey Honey;Sazerac Spirits
7477320287068017725;Wine;ANTONIO SANGUINETI NESSUN DORMA IGT 2018;Wine < 14 %;Discontinued;Red Wine;Antonio Sanguineti Nessun Dorma IGT;Small Vineyards
3521114445710927984;Distilled Spirits;CHI CHI MEXICAN MUDSLIDE 6/1.75ML 25PF;Distilled Spirits;Discontinued;Ready-to-Drink;Chi-Chi's Variety Pack;Sazerac Spirits
4221171075466378138;Distilled Spirits;TEN HIGH SOUR MASH BOURBON 12/750ML TRVL 80PF;Distilled Spirits;;Bourbon Whiskey;Ten High Kentucky Bourbon Whiskey;Sazerac Spirits
4323659752734032058;Package;SOUTHERN BREWING CO COOKIES & CREAM MOON EYES IMPERIAL STOUT 16OZ CN;Package;In&Out;Stout & Porter;Southern Brewing Company Cookies & Cream Moon Eyes;Southern Brewing Co
2897022690575877972;Wine;CA'MOMI MERLOT 2019;Wine < 14 %;Discontinued;Red Wine;Ca'Momi Merlot Napa Valley;Ca'momi
8270385677827820832;Package;NB FRUIT SMASH SELTZER VARIETY 2/12/12 CAN;Package;Discontinued;Other Package;New Belgium Fruit Smash Seltzer Variety;NB New Belgium
1020862741761856801;Wine;VALDO NUMERO 1 EXTRA DRY NV;Wine < 14 %;Core;Sparkling Wine;Valdo Numero Uno Extra Dry;C. Mondavi & Family
5458823897199676126;Distilled Spirits;CHI CHI COSMOPOLITAN 6/1.75ML 25PF;Distilled Spirits;;Ready-to-Drink;Chi-Chi's Variety Pack;Sazerac Spirits
5220834181053274430;Distilled Spirits;BARRELL BOURBON CJ25 - WH JOHN KELLER;Distilled Spirits;In&Out;Bourbon Whiskey;Barrell Bourbon- Private Label;Barrell Craft Spirits
9181695597504687263;Package;SPATEN OPTIMATOR DOPPELBOCK 4/6/12 LNNR;Package;;Other Package;Spaten Optimator Doppelbock;AB Anheuser Busch Inc
2383790659772270243;Package;SWEETWATER 420 EXTRA PALE 4/6 CN;Package;Discontinued;Ale;SweetWater 420 Extra Pale;Tilray Brands
8923432609146571635;Package;10 BARREL VINO DE GRANO 12/12 LN;Package;Discontinued;Wheat Beer;10 Barrel Vino De Grano;Tilray Brands
3933921947920861079;Wine;EDEN DALE CHARDONNAY 2019;Wine < 14 %;Discontinued;White Wine;Eden Dale Chardonnay;Sangiacomo Family Wines
7877250005980866767;Package;WICKED WEED BA GUILTY PLEASURES VARIETY 6/4/12 CN;Package;In&Out;Stout & Porter;Wicked Weed Barrel Aged Guilty Pleasures Variety;AB Anheuser Busch Inc
804360170817832252;Non-Alcohol;C4 ORANGE SLICE 12/16 CN;Non Alcohol;Core;Energy;C4 Orange Slice;Nutrabolt
8285206333663885846;Wine;BABYLONSTOREN CHENIN BLANC 2021;Wine < 14 %;Discontinued;White Wine;Babylonstoren Chenin Blanc;Babylonstoren
7926498795941892573;Wine;CUPCAKE CABERNET SAUVIGNON (BTL);Wine < 14 %;Discontinued;Red Wine;Cupcake Cabernet Sauvignon;National - The Wine Group
6773497661445708969;Draft;NB HOLIDAY ALE 1/2 KEG;Draft;Winter Seasonal;Other Draft;New Belgium Holiday Ale;NB New Belgium
615463496304236574;Package;HUTTON & SMITH IGNEOUS IPA 4/6 CAN;Package;Core;IPA;Hutton & Smith Igneous IPA;Hutton & Smith Brewing Co
140910888018292547;Distilled Spirits;MAXIME TRIJOL COGNAC VSOP 50ML;Distilled Spirits;Core;Brandy / Cognac;MAXIME TRIJOL COGNAC VSOP;Ftd Maxime Trijol
4508424537175862540;Draft;WILD CIDER CO HARD APPLE 1/2 BBL;Draft;;Hard Cider;Wild Cider Hard Apple;Wild Cider Co
5306786572703284196;Wine;CORTE ALLA FLORA BAROLO 2017;Wine < 14 %;Core;Red Wine;Corte Alla Flora Barolo;Corte Alla Flora
4132752046644968224;Distilled Spirits;PAUL MASSON WATERMELON BRANDY 12/750ML 54PF;Distilled Spirits;;Brandy / Cognac;Paul Masson Watermelon Brandy;Sazerac Spirits
749989050810752885;Non-Alcohol;ICELANDIC SPARKLING SICILIAN LEMON 12/500ML PLASTIC;Non Alcohol;Core;Water;Icelandic Sparkling Water Sicilian Lemon;Icelandic Glacial
6334959676440538925;Non-Alcohol;ICELANDIC 12/1 LTR PLASTIC;Non Alcohol;Core;Water;Icelandic Glacial;Icelandic Glacial
2165286108814094862;Distilled Spirits;DISTILLERS CACHE PORT FINISHED KY STRAIGHT BOURBON (6);Distilled Spirits;Close Out;Bourbon Whiskey;Distillers Cache Port Finished KY Straight Bourbon;Ugly Dog Distillery, LLC
4536513931270397723;Package;BUDWEISER 4/6/16 CN;Package;Core;Lager;Budweiser;AB Anheuser Busch Inc
529801767628424450;Wine;PAITIN BARBARESCO SERRABOELLA 2016;Wine < 14 %;Discontinued;Red Wine;Paitin Barbaresco Serraboella;Catamarca Imports
5926381834879245163;Package;BUD LIGHT SELTZER VP #2 2/12/12 CN;Package;Core;Other Package;Bud Light Seltzer Variety Pack;AB Anheuser Busch Inc
2936801617716449642;Distilled Spirits;99 BANANAS 24/375ML 99PF;Distilled Spirits;;Liqueurs & Cordials;99 Bananas;Sazerac Spirits
8126823810400730986;Draft;WICKED WEED DAY LIGHT 1/2 KEG;Draft;In&Out;Lager / Pilsner;Wicked Weed Day Light;AB Anheuser Busch Inc
6382931101323540518;Distilled Spirits;CHI CHI PINA COLADA 6/1.75ML 25PF;Distilled Spirits;;Ready-to-Drink;Chi-Chi's Variety Pack;Sazerac Spirits
3052344067671572073;Package;JEKYLL VARIETY PACK 2/12 CN;Package;Core;Other Package;Jekyll Variety;Jekyll Brewing
6400303389780352243;Wine;UNICO ZELO ORIGAMI ROSE 2021;Wine < 14 %;Close Out;Rosé Wine;Unico Zelo Origami Rose;Epicurean Wines - Wine
109560796647072397;Package;WILD CIDER CO PEAR 6/4 CN;Package;;Other Package;Wild Cider Pear;Wild Cider Co
4732549911971245042;Package;MANG-O-RITA 6/4/16 CN;Package;Core;Other Package;Ritas Mang-O-Rita;AB Anheuser Busch Inc
2781459213456144515;Wine;VENDANGE SAUVIGNON BLANC 1.5 LTR (BTL);Wine < 14 %;Discontinued;White Wine;Vendange Sauvignon Blanc;National - Gallo
259462539000366533;Distilled Spirits;FIREBALL VALENTINE PACK 12/10/50ML 66PF;Allocated Spirits;;Canadian Whisky;Fireball Cinnamon Whiskey;Sazerac Spirits
3705773122281258179;Distilled Spirits;STELLUM Z&Z VEGA K3;Distilled Spirits;In&Out;Other Spirits;Barrell Stellum - Private Label;Barrell Craft Spirits
6491410488284536113;Wine;ESTRIACUS NOSTER INICIAL PRIORAT 2014;Wine < 14 %;Discontinued;Red Wine;Estriacus Noster Inicial Priorat;Wine Bridge Imports
9158358945329890575;Package;BUDWEISER 24/12 LNNR DISPLAY;Package;Core;Lager;Budweiser;AB Anheuser Busch Inc
8222093130128661995;Package;HURRICANE HG 15/25 CN;Package;Core;Other Package;Hurricane High Gravity;AB Anheuser Busch Inc
2662844115166371720;Distilled Spirits;MONTEZUMA GOLD TEQUILA 6/1.75L 80PF;Distilled Spirits;;Tequila / Mezcal;Montezuma Gold Tequila;Sazerac Spirits
5085078433719690814;Wine;CURTO LA FOIA BAROLO DOCG 2016;Wine < 14 %;Discontinued;Red Wine;Curto La Foia Barolo Docg;Small Vineyards
7199772955750805673;Wine;MT. YENGO PINOT GRIS 2021;Wine < 14 %;Core;White Wine;Mt. Yengo Pinot Gris;Legend Imports
3064696404787224377;Wine;JOSEPH CARTRON VERMOUTH ROUGE;Wine < 14 %;Discontinued;Dessert Wine;Joseph Cartron Vermouth Rouge;Spiribam
3335061750145958604;Distilled Spirits;WTD SINGLE BARREL - LOCAL VINE RYE WHISKEY;Distilled Spirits;In&Out;Bourbon Whiskey;Wilderness Trail Wheated Single Barrel;Campari America LLC - Spirits
1925088728205345381;Draft;SLOW POUR NOSTALGIA IPA 1/4 KEG;Draft;Core;;Slow Pour Nostalgia IPA;Slow Pour Brewing Co
6325456321202194067;Distilled Spirits;WELLER FULL PROOF DAVIDSON'S WINE 6/750ML 114PF - 345;Allocated Spirits;Allocated;Other Spirits;W. L. Weller C.Y.P.B. Wheat Whiskey;Sazerac Spirits
2511320299952242720;Draft;MONDAY NIGHT BREWING GRIZZY GRISETTE 1/6 KEG;Draft;In&Out;Sour / Wild Ale;Monday Night Brewing Grizzy Grisette;Monday Night Brewing
2522406734732036364;Draft;BEACON BOM RED RYE DIPA 1/6 KEG;Draft;In&Out;Pale Ale;Beacon BOM Red Rye DIPA;Beacon Brewing Co
7910875382512362635;Distilled Spirits;AM/PM COFFEE BOURBON;Distilled Spirits;Close Out;Other Spirits;AM-PM Coffee Bourbon;The Civil Pour Corp
6617285864217626421;Draft;REFORMATION CACTUS LIME GOSE MITTENS 1/2 KEG;Draft;In&Out;Sour / Wild Ale;Reformation Cactus Lime Gose Mittens;Reformation Brewery
2983500104917811186;Non-Alcohol;SPARKLING ICE BLK/RAZ COLOR WRAPPED 12/17 NR;Non Alcohol;Core;Water;Sparkling Ice Black Raspberry;Talking Rain
7492602117063162150;Draft;MONDAY NIGHT BREWING BRBN BBL DRAFTY KILT 1/6 KEG;Draft;Winter Seasonal;Stout & Porter;Monday Night Bourbon Barrel-Aged Drafty Kilt;Monday Night Brewing
1685229839641143858;Distilled Spirits;BARRELL B05I - UNSUKAY GROUP EXCLUSIVE -;Distilled Spirits;In&Out;Bourbon Whiskey;Barrell Bourbon- Private Label;Barrell Craft Spirits
4961891510714860833;Distilled Spirits;FALCON SPIRITS RASPBERRY LIQUEUR (12);Distilled Spirits;Core;Liqueurs & Cordials;Raspberry Liqueur;Falcon Spirits
6588055786242967886;Non-Alcohol;ALANI COSMIC STARDUST ENERGY DRINK 2/12/12 CN;Non Alcohol;Core;Energy;Alani Nu Cosmic Stardust;Congo Brands
4008508055988232320;Package;BEACON BOM TUTTO PEPE ITALIAN PILSNER 4/6 CN;Package;In&Out;Lager;Beacon BOM Tutto Pepe Italian Pilsner;Beacon Brewing Co
7427204062807984343;Package;MAN PAW ORANGE CREAM 4/6 CAN;Package;;Other Package;Man Paw Orange Cream;ManPaw LLC
6786241747372410674;Draft;BRECKENRIDGE STRAWBERRY SKY 1/6 KEG;Draft;;Other Draft;Breckenridge Strawberry Sky;Tilray Brands
6390584781012443257;Wine;LOBO HOWL NAPA VALLEY RED BLEND 2019;Wine > 14 %;Core;Red Wine;Lobo Howl Napa Valley Red Blend 2018;Palmateer Wine Group
2423393825246291901;Package;SHOCK TOP 4/6/12 LN;Package;Core;Wheat Beer;Shock Top;Tilray Brands
3295820911887906424;Distilled Spirits;CANADIAN HUNTER 12/750ML PET 80PF;Distilled Spirits;;Canadian Whisky;Canadian Hunter Blended Whiskey;Sazerac Spirits
2622851964021643141;Wine;MARISCO VINEYARDS THE NED ROSE 2020;Wine < 14 %;Discontinued;Rosé Wine;The Ned Rose;Quintessential Wines - Wine
4322255069814737935;Package;BELL'S TWO HEARTED ALE 4PK 16OZ CN;Package;Core;IPA;Bell's Two Hearted Ale;NB Bell's Brewery
5928622863740557688;Distilled Spirits;GRAN GALA ORANGE LIQUEUR 6/1.75L 80PF;Distilled Spirits;;Liqueurs & Cordials;Gran Gala Orange Liqueur;Sazerac Spirits
5558552618128384415;Distilled Spirits;FLEISCHMANN'S ROYAL VODKA 12/1L 80PF;Distilled Spirits;;Vodka;Fleischmann's Royal Vodka;Sazerac Spirits
804565071488167458;Distilled Spirits;OLD HARBOR GIN;Distilled Spirits;Close Out;Gin;Old Harbor Gin;Skubic Enterprises
3942253373638970609;Draft;MICHELOB AMBER BOCK 1/6 KEG;Draft;Core;Lager / Pilsner;Michelob Amber Bock;AB Anheuser Busch Inc
9015082844003115726;Non-Alcohol;ELECTROLIT COCONUT 12/21OZ NR;Non Alcohol;Core;Other Non-Alcoholic;Electrolit Coconut;Electrolit USA
339678028479113981;Wine;TGE CRESTA RIDGE CHARDONNAY 2013;Wine < 14 %;Close Out;White Wine;Thomas George Estate Cresta Ridge Chardonnay;Thomas George
2871461169461527775;Wine;VINE CLIFF OAKVILLE ESTATE CABERNET SAUVIGNON 2017;Wine < 14 %;Close Out;Red Wine;Vine Cliff Oakville Cabernet Sauvignon;Vine Cliff
5466371909388580741;Distilled Spirits;MARGARITAVILLE PREMIUM SPICED RUM 12/750ML 70PF;Distilled Spirits;;Rum;Margaritaville Premium Spiced Rum;Sazerac Spirits
6454017661386192061;Distilled Spirits;REAL AZUL BLANCO;Distilled Spirits;Core;Tequila / Mezcal;Real Azul Blanco;Real Azul
2020338098279343935;Draft;TUCKER BREWING SKIP'S IMPERIAL BERLINER WEISSE 1/6 KEG;Draft;In&Out;Wheat Beer;Tucker Brewing Skip's Imperial Berliner Weisse;Tucker Brewing Company
6520350496319067099;Distilled Spirits;MARGARITAVILLE SILVER TEQUILA 12/750ML 80PF;Distilled Spirits;;Tequila / Mezcal;Margaritaville SilverTequila;Sazerac Spirits
5563765191980851927;Distilled Spirits;BOTANICAL GIN 750ML;Distilled Spirits;Close Out;Gin;Botanica Gin;Falcon Spirits
9117503143374169254;Draft;JEKYLL PINEAPPLE HABANERO HOP DANG DIGGITY 1/2 BBL;Draft;Core;Pale Ale;Jekyll Pineapple Habanero Hop Dang Diggity;Jekyll Brewing
2782093258051601949;Wine;J. MCCLELLAND MERLOT 2018 (12);Wine < 14 %;Discontinued;Red Wine;J Mcclelland Merlot;Scotto Cellars
6044926971943328985;Package;BRECKENRIDGE AVALANCHE ALE 2/15/12 CN;Package;Discontinued;Ale;Breckenridge Avalanche Amber Ale;Tilray Brands
6701504395064586954;Package;BRECKENRIDGE PALISADE PEACH LIGHT 2/12/12 CN;Package;Core;Wheat Beer;Breckenridge Peach Palisade Wheat Light;Tilray Brands
2953185105921296957;Package;SHOCK TOP 2/15/12 CN;Package;Core;Wheat Beer;Shock Top;Tilray Brands
8018738594390580241;Draft;WILD LEAP PARTNERS IN CREMA STOUT 1/2 KEG;Draft;In&Out;Stout & Porter;Wild Leap Partners In Crema Stout;Wild Leap Brewing Co
774263069209130242;Draft;FIRE MAKER YUKON CORNELIOUS IPA 1/6 KEG;Draft;In&Out;Pale Ale;Fire Maker Yukon Cornelious IPA;Fire Maker Brewing Co
2298571275843449798;Non-Alcohol;HOIST WATERMELON 12/16 NR;Non Alcohol;Core;Water;Hoist Watermelon;Hoist
7020276596411484529;Distilled Spirits;99 CINNAMON 48/100ML 99PF;Distilled Spirits;;Liqueurs & Cordials;99 Cinnamon;Sazerac Spirits
7164708396039198357;Draft;GOOSE BOURBON COUNTY CAFE DE OLLA 1/6 KEG 2019;Draft;In&Out;Stout & Porter;Goose Island Bourbon County Cafe de Olla;AB Anheuser Busch Inc
2214487088938125259;Wine;101 NORTH PINOT GRIGIO 750ML;Wine < 14 %;Discontinued;White Wine;101 North Pinot Grigio;AB Anheuser Busch Inc
5980745549702346954;Wine;PERAZZETA SARA ROSSO TOSCANA IGT 2019;Wine < 14 %;Discontinued;Red Wine;Parazetta Sara;Small Vineyards
1742245056677239372;Package;BOLD ROCK MIX PACK SELTZER 2/12 CN;Package;Discontinued;Other Package;Bold Rock Hard Seltzer Variety;Bold Rock Hard Cider
52960484610772980;Distilled Spirits;MONTE ALBAN SILVER TEQUILA 12/750ML 80PF;Distilled Spirits;;Tequila / Mezcal;Monte Alban Silver Tequila;Sazerac Spirits
